# Type	UniProtAC	LOC_GO	LOC_NAME	In SwissProt	Child SwissProt	Confirmed	Num Docs	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID
RELATION	O14980	GO:0005634	nucleus	True	True		23	27649553	27114368	28105170	26506250	26733199	27557643	26219891	26447822	27358488	26091065	27936162	26274615	26763446	27501340	27013579	25589658	26725228	25431135	27806331	27304076	26620414	26109559	27802322
RELATION	P04637	GO:0005634	nucleus	True	True		17	26333122	25613365	26074086	25872870	27279458	25881545	26742423	25495205	26244501	27013579	27317619	25652403	25411341	26596838	25859976	26327815	26006237
RELATION	P15121	GO:0005634	nucleus	False	False		17	25950519	27401243	26459575	25755134	24882673	26187127	26681917	26527749	28035996	26649804	27979426	25122660	27294569	25759396	26009876	27976415	25536295
RELATION	Q9BQQ3	GO:0005634	nucleus	False	False		17	25862606	26746853	26571498	25585688	26993772	26024305	25961579	26826124	27435858	26388610	26186215	25974126	25037120	26785371	27114368	26544184	26241037
RELATION	P40763	GO:0005634	nucleus	True	True		13	25621430	26911838	27318793	25611086	25744297	25771405	27878290	27892764	25936427	26133794	25781885	26762526	26202061
RELATION	P12830	GO:0016342	catenin complex	True	True		11	26226776	27571934	26221280	24798214	27312535	25607950	26068949	28132046	26615964	25751257	24748552
RELATION	Q13148	GO:0005634	nucleus	True	True		11	26130692	26334913	26571498	28160795	26197969	25442115	27634045	25378556	26391765	26757674	25998392
RELATION	P60484	GO:0005634	nucleus	True	True		11	27741411	25823029	25875300	26632666	27033078	26307673	25897829	25946202	25149476	25312582	26284192
RELATION	P04637	GO:0005737	cytoplasm	True	True		10	25495205	25859976	27199762	26501191	27013579	25908108	25896632	27998768	26022179	26333122
RELATION	P31749	GO:0005634	nucleus	True	True		10	27622707	25999477	26030190	25918701	26213859	26638989	26148825	26711268	26700621	27126362
RELATION	P00533	GO:0005634	nucleus	True	True		9	26016774	26074086	25151576	25736926	27732953	25991665	25670170	26176759	25209444
RELATION	P40305	GO:0005634	nucleus	False	False		9	26701207	26279144	25663461	27822412	25945542	26109559	26917264	26450989	26416244
RELATION	P46531	GO:0005634	nucleus	True	True		9	27602214	25653136	26081222	27667278	26058398	26472156	26029741	26176759	27697639
RELATION	Q96EB6	GO:0005634	nucleus	True	True		9	24940804	26232232	26648302	27463693	26948035	25794641	27237816	25640014	25670865
RELATION	Q16236	GO:0005634	nucleus	True	True		9	27196781	25630716	27722139	25937177	26491229	25398768	26220517	27117941	27436123
RELATION	Q9BXM7	GO:0005739	mitochondrion	True	True		8	25557302	25849931	25609704	26436374	27701735	26046594	25849933	25849930
RELATION	P04637	GO:0005739	mitochondrion	True	True		8	26252178	27507048	26408703	26022179	27199762	26703444	26368845	25450742
RELATION	Q9H869	GO:0005737	cytoplasm	True	True		8	27979971	25751140	27555231	25607725	25682157	26766309	26265440	25908048
RELATION	Q15717	GO:0005634	nucleus	True	True		7	27198227	27582706	27215284	26136338	25240929	26339049	25706256
RELATION	Q13148	GO:0005737	cytoplasm	False	False		7	27178390	26334913	25442115	25998392	27634045	26757674	25378556
RELATION	P31750	GO:0005634	nucleus	False	False		7	27004788	27806323	25740432	26515462	25486429	25919700	26913603
RELATION	Q15717	GO:0005737	cytoplasm	True	True		7	26339049	26943573	27582706	27215284	25252849	25534855	25240929
RELATION	P38398	GO:0005634	nucleus	True	True		6	26121674	26395808	27869446	25652403	27802165	27494651
RELATION	O60566	GO:0000776	kinetochore	True	True		6	27495871	27694884	27457023	26031201	26399325	25884224
RELATION	P09429	GO:0005634	nucleus	True	True		6	24940804	26567221	26715031	26466586	26299081	25652880
RELATION	Q9H869	GO:0005634	nucleus	True	True		6	27979971	26757814	25908048	26028530	25607725	26265440
RELATION	P49450	GO:0000775	chromosome, centromeric region	True	True		6	25727006	26063729	27239045	27696824	25788983	25795299
RELATION	P99999	GO:0005829	cytosol	True	True		5	26202061	25613585	26226135	27744450	26582200
RELATION	P35637	GO:0005634	nucleus	True	True		5	26123490	26795035	28082870	25735748	26391765
RELATION	Q9BQQ3	GO:0005737	cytoplasm	False	False		5	26458400	27435858	26887372	25862606	26785371
RELATION	P00533	GO:0016020	membrane	True	True		5	27388754	28123566	26000042	25800853	25209444
RELATION	Q12778	GO:0005634	nucleus	True	True		5	25874535	27622707	25625287	27035875	28135285
RELATION	Q14194	GO:0005739	mitochondrion	False	True		5	26157169	25619926	25807320	25964165	26518267
RELATION	P53350	GO:0000776	kinetochore	True	True		5	26259146	26323689	25533956	25670858	27166630
RELATION	P17302	GO:0005921	gap junction	True	True		5	26478781	25504652	25933380	27456332	26673388
RELATION	Q12778	GO:0005737	cytoplasm	True	True		5	26257240	25625287	27035875	27214121	27622707
RELATION	P19484	GO:0005634	nucleus	True	True		5	25561726	26994576	25950843	26613410	26115100
RELATION	Q921F2	GO:0005634	nucleus	False	False		5	26525917	26197969	26510133	27466192	26064939
RELATION	P31749	GO:0005737	cytoplasm	True	True		5	26393327	26213859	26088461	26498353	26638989
RELATION	O43524	GO:0005634	nucleus	True	True		5	26643256	25981116	26045805	25069953	26446641
RELATION	Q16236	GO:0005737	cytoplasm	True	True		5	25630716	26220517	26453926	25378586	25557240
RELATION	P38398	GO:0005737	cytoplasm	True	True		4	26395808	26121674	25488815	26645154
RELATION	Q6NZI2	GO:0005901	caveola	True	True		4	26086560	25822667	26497963	27168348
RELATION	P06748	GO:0005730	nucleolus	True	True		4	25531824	26836305	26091065	25800051
RELATION	P11279	GO:0005764	lysosome	True	True		4	26043821	26163137	27066167	25527505
RELATION	P38936	GO:0005634	nucleus	True	True		4	26333122	26231713	25613365	26576099
RELATION	P15311	GO:0005886	plasma membrane	True	True		4	27537257	25948303	26500117	26032400
RELATION	O75475	GO:0005634	nucleus	True	True		4	27667278	27697639	25037120	25771405
RELATION	Q8N9N2	GO:0005634	nucleus	True	True		4	25037120	26480200	26785371	25961579
RELATION	P27695	GO:0005739	mitochondrion	True	True		4	25956655	27737633	27309588	26268226
RELATION	Q99496	GO:0005634	nucleus	True	True		4	26081045	25514803	26011428	26680512
RELATION	P61586	GO:0005634	nucleus	False	False		4	26622605	25866159	26942476	26816343
RELATION	P52294	GO:0005634	nucleus	True	True		4	26209501	26135850	25989275	27154959
RELATION	O75791	GO:0005634	nucleus	True	True		4	25289861	26746016	25752609	27498704
RELATION	O00429	GO:0005739	mitochondrion	True	True		4	25482923	26681804	26611103	26518267
RELATION	P24385	GO:0005634	nucleus	True	True		4	26016774	26884860	27879202	27237096
RELATION	Q03135	GO:0005886	plasma membrane	True	True		4	25639341	25673149	25892494	27168348
RELATION	Q9JMK2	GO:0005874	microtubule	False	False		4	27378256	25576082	27230293	26916334
RELATION	P30536	GO:0005741	mitochondrial outer membrane	True	True		4	27074410	26049098	25807946	26551693
RELATION	P60484	GO:0005737	cytoplasm	True	True		4	26244501	27741411	25875300	25897829
RELATION	Q16666	GO:0005634	nucleus	True	True		4	26134128	26121674	25466628	27935834
RELATION	P50281	GO:0005886	plasma membrane	True	True		4	25404487	27069022	26912656	27096756
RELATION	P19484	GO:0005764	lysosome	False	True		4	26994576	27085974	25950843	27153139
RELATION	Q03135	GO:0005901	caveola	True	True		4	26843476	25639341	26480297	27168348
RELATION	P09601	GO:0005634	nucleus	True	True		4	24931165	25885228	25817893	25779917
RELATION	Q12888	GO:0005634	nucleus	True	True		4	26107175	25872870	25637486	26758085
RELATION	O14745	GO:0016020	membrane	True	True		4	25744438	27823775	25775275	26092975
RELATION	P13569	GO:0009986	cell surface	True	True		4	27571897	25577540	26137539	25879443
RELATION	P62491	GO:0005768	endosome	False	True		4	25398946	25707286	26879265	26360026
RELATION	P14618	GO:0005634	nucleus	True	True		4	26787900	27467582	26874904	25790097
RELATION	Q9UKV8	GO:0005737	cytoplasm	True	True		4	26170235	26443379	26242502	26699195
RELATION	P00533	GO:0043235	receptor complex	True	True		4	25943456	25896387	25296863	26779809
RELATION	P49815	GO:0005764	lysosome	True	True		4	26385560	26868506	26742086	25779968
RELATION	O43683	GO:0000776	kinetochore	True	True		4	25611342	26031201	26119738	26399325
RELATION	P35637	GO:0005737	cytoplasm	False	False		4	26123490	26795035	25735748	25792726
RELATION	O60260	GO:0005739	mitochondrion	True	True		4	25215947	25621951	26942284	25743185
RELATION	Q15075	GO:0005768	endosome	False	True		4	26195666	26459602	26993163	26349244
RELATION	Q96EB6	GO:0005737	cytoplasm	True	True		4	26648302	27463693	26948035	25794641
RELATION	P01106	GO:0005634	nucleus	True	True		4	26701207	27447858	26552949	28042545
RELATION	P00533	GO:0005737	cytoplasm	True	True		4	25151576	26960632	26176759	25796184
RELATION	P10636	GO:0005874	microtubule	True	True		4	27632200	25908520	25958230	25147106
RELATION	P29323	GO:0005634	nucleus	False	False		4	26447822	26862730	26816343	26267534
RELATION	P60484	GO:0005886	plasma membrane	True	True		4	26244501	25875300	27226612	25697761
RELATION	P40305	GO:0005737	cytoplasm	False	False		4	26279144	27822412	25663461	27057815
RELATION	Q7Z434	GO:0005739	mitochondrion	True	True		4	26588843	27440905	26865163	25800220
RELATION	P20339	GO:0005768	endosome	True	True		3	26112597	25627919	26651479
RELATION	P56524	GO:0005634	nucleus	True	True		3	26572940	26074448	25752481
RELATION	Q14457	GO:0005634	nucleus	True	True		3	26378792	27466513	25576084
RELATION	P09429	GO:0005737	cytoplasm	False	False		3	26715031	24940804	25652880
RELATION	Q13363	GO:0005634	nucleus	True	True		3	25652077	27160109	28032601
RELATION	P15311	GO:0016020	membrane	True	True		3	27825102	27823775	25903037
RELATION	Q01860	GO:0005634	nucleus	True	True		3	27183911	27353340	26654770
RELATION	Q96D31	GO:0005886	plasma membrane	False	True		3	26116575	27161223	26492334
RELATION	P46531	GO:0043235	receptor complex	True	True		3	26472156	26419726	25740432
RELATION	O14746	GO:0005634	nucleus	True	True		3	25435972	25448848	25312950
RELATION	O75475	GO:0005737	cytoplasm	False	False		3	27667278	25771405	27697639
RELATION	Q12988	GO:0005737	cytoplasm	True	True		3	27351523	27540972	27555231
RELATION	P40763	GO:0005737	cytoplasm	True	True		3	25621430	25407307	25771405
RELATION	Q7Z3S9	GO:0005634	nucleus	False	False		3	27667278	26472156	27697639
RELATION	P01308	GO:0005886	plasma membrane	False	False		3	26867900	26168218	26629404
RELATION	P07858	GO:0005764	lysosome	True	True		3	25163566	25601431	27153139
RELATION	Q9NRX1	GO:0005737	cytoplasm	False	False		3	27096214	26176762	25940628
RELATION	Q99958	GO:0005634	nucleus	True	True		3	25486430	26524507	27276711
RELATION	Q9Y6E7	GO:0005739	mitochondrion	True	True		3	26045440	26232232	27941873
RELATION	P31749	GO:0005739	mitochondrion	True	True		3	25719244	28179998	25800347
RELATION	P14672	GO:0005886	plasma membrane	True	True		3	25847249	26733245	25561724
RELATION	Q5FBB7	GO:0000775	chromosome, centromeric region	True	True		3	25892238	26399325	26365192
RELATION	P61978	GO:0005634	nucleus	True	True		3	25865411	27284403	26782714
RELATION	P51811	GO:0005886	plasma membrane	True	True		3	25786874	25888554	25542669
RELATION	P30536	GO:0005739	mitochondrion	True	True		3	27608010	25807946	26763470
RELATION	Q9H4M9	GO:0016020	membrane	True	True		3	25686250	25595798	27189942
RELATION	P35232	GO:0005739	mitochondrion	True	True		3	27687727	26109312	25719244
RELATION	P02787	GO:0009986	cell surface	True	True		3	25595798	25799061	26226295
RELATION	P00533	GO:0005886	plasma membrane	True	True		3	25530180	26000042	25670170
RELATION	P61073	GO:0009986	cell surface	True	True		3	25704914	25978539	24632620
RELATION	Q6TCH7	GO:0005794	Golgi apparatus	True	True		3	25706881	26311497	25510670
RELATION	P00533	GO:0005768	endosome	True	True		3	26338729	26716513	26349244
RELATION	P12931	GO:0005634	nucleus	True	True		3	26695438	26183399	25915583
RELATION	P01116	GO:0016020	membrane	True	True		3	26718888	25566993	26080442
RELATION	Q8N6T7	GO:0005634	nucleus	True	True		3	26787900	25819580	26948035
RELATION	P14625	GO:0005783	endoplasmic reticulum	True	True		3	25463537	26195286	27841854
RELATION	P16070	GO:0005886	plasma membrane	True	True		3	25673149	25421996	25320329
RELATION	P35659	GO:0005634	nucleus	True	True		3	27114368	27959420	25945971
RELATION	Q5S007	GO:0005764	lysosome	True	True		3	27424887	25394383	27913668
RELATION	Q9R1E0	GO:0005634	nucleus	False	False		3	26414399	25635942	26363783
RELATION	P18850	GO:0005634	nucleus	True	True		3	26707144	25634523	26755554
RELATION	P13569	GO:0005886	plasma membrane	True	True		3	25577540	26549617	25661196
RELATION	P29323	GO:0005737	cytoplasm	False	False		3	26870995	26827288	26705694
RELATION	Q92913	GO:0005634	nucleus	True	True		3	26056081	27168114	25552245
RELATION	P42677	GO:0000776	kinetochore	False	False		3	26240331	26068855	26953350
RELATION	P11142	GO:0005634	nucleus	True	True		3	26713263	26481195	26587836
RELATION	P35637	GO:0010494	cytoplasmic stress granule	False	False		3	26035390	28082870	26997647
RELATION	Q00987	GO:0005634	nucleus	True	True		3	25859976	26132471	26333122
RELATION	P10275	GO:0005634	nucleus	True	True		3	25693195	27717544	25759396
RELATION	O60716	GO:0005737	cytoplasm	True	True		3	26464646	25470111	25785604
RELATION	Q07157	GO:0044291	cell-cell contact zone	False	True		3	25435485	27029941	26289297
RELATION	P67809	GO:0005634	nucleus	True	True		3	28009354	27821766	25497084
RELATION	P18206	GO:0005925	focal adhesion	True	True		3	26123111	26053221	26114488
RELATION	O14745	GO:0005737	cytoplasm	True	True		3	25897829	25492869	27823775
RELATION	Q13501	GO:0005776	autophagosome	True	True		3	26961006	25723488	26208961
RELATION	P46938	GO:0005634	nucleus	False	False		3	25908270	26109051	26432639
RELATION	Q921F2	GO:0005737	cytoplasm	False	False		3	26510133	26437864	25457553
RELATION	P12830	GO:0005737	cytoplasm	True	True		3	26285645	26289297	25470111
RELATION	Q969V6	GO:0005634	nucleus	True	True		3	26071033	27304076	27721022
RELATION	P11021	GO:0005783	endoplasmic reticulum	True	True		3	26618558	25605012	25519021
RELATION	P15121	GO:0009986	cell surface	False	False		3	27400929	26055062	26811329
RELATION	Q9UBN7	GO:0005737	cytoplasm	True	True		3	26246421	26388610	27506904
RELATION	P21439	GO:0016020	membrane	True	True		3	26256905	26789121	26900700
RELATION	Q96L92	GO:0005768	endosome	True	True		3	25472716	26956659	25996807
RELATION	Q15848	GO:0005794	Golgi apparatus	False	False		3	26330614	25706881	25510670
RELATION	O95342	GO:0016020	membrane	True	True		3	25690737	27472061	25716872
RELATION	O43684	GO:0000776	kinetochore	True	True		3	25661489	27457023	25611342
RELATION	Q9NTG7	GO:0005739	mitochondrion	True	True		3	27337034	27277143	27270321
RELATION	P62491	GO:0055037	recycling endosome	True	True		3	26484934	25800835	26374856
RELATION	P60484	GO:0005942	phosphatidylinositol 3-kinase complex	False	False		3	27741411	25763354	27226612
RELATION	Q16666	GO:0005737	cytoplasm	True	True		3	26134128	25544361	26121674
RELATION	O95863	GO:0005634	nucleus	True	True		3	26525778	26013125	27863213
RELATION	P21333	GO:0005634	nucleus	True	True		3	26341089	25759396	27872158
RELATION	Q13485	GO:0005634	nucleus	True	True		3	26045877	26878210	25032514
RELATION	Q02224	GO:0000776	kinetochore	True	True		2	27694884	25918224
RELATION	P26196	GO:0000932	cytoplasmic mRNA processing body	True	True		2	25995375	25463546
RELATION	P25445	GO:0045121	membrane raft	True	True		2	26408703	25702154
RELATION	Q03135	GO:0045121	membrane raft	True	True		2	27129210	25516545
RELATION	Q9NQB0	GO:0005634	nucleus	True	True		2	26844628	27132474
RELATION	Q9UKG1	GO:0005768	endosome	False	True		2	26459602	25639875
RELATION	P45844	GO:0005886	plasma membrane	True	True		2	26695502	27230131
RELATION	P62491	GO:0000138	Golgi trans cisterna	False	True		2	26506309	28003861
RELATION	P10636	GO:0045202	synapse	False	False		2	26551025	25393609
RELATION	Q9BSI4	GO:0070187	telosome	True	True		2	27500188	27088026
RELATION	Q5S007	GO:0005739	mitochondrion	True	True		2	26399642	25394383
RELATION	Q13009	GO:0005634	nucleus	True	True		2	27725632	27900026
RELATION	Q16512	GO:0005634	nucleus	True	True		2	27003261	26547035
RELATION	P20815	GO:0005634	nucleus	False	True		2	25466967	25586052
RELATION	Q07666	GO:0005634	nucleus	True	True		2	25770659	25944080
RELATION	P01112	GO:0005886	plasma membrane	True	True		2	26181205	25902427
RELATION	P54098	GO:0005739	mitochondrion	True	True		2	27845271	26462070
RELATION	P41181	GO:0005886	plasma membrane	True	True		2	26903868	26714855
RELATION	Q9BXM7	GO:0005829	cytosol	True	True		2	25609704	25557302
RELATION	Q9WVM1	GO:0016020	membrane	False	False		2	27559163	26119791
RELATION	Q99728	GO:0005634	nucleus	True	True		2	26395808	26022179
RELATION	P08183	GO:0009986	cell surface	True	True		2	26057472	26004871
RELATION	P21359	GO:0005819	spindle	False	False		2	26490262	26690015
RELATION	P09086	GO:0016020	membrane	False	False		2	28031320	25904762
RELATION	Q9H6Z4	GO:0005634	nucleus	True	True		2	26447822	26763446
RELATION	P00533	GO:0045121	membrane raft	True	True		2	27577936	26497980
RELATION	Q07157	GO:0005737	cytoplasm	True	True		2	25996807	25435485
RELATION	Q8N6U8	GO:0005929	cilium	True	True		2	27002170	24863049
RELATION	Q96L92	GO:0055037	recycling endosome	False	True		2	25472716	25996807
RELATION	P07949	GO:0005634	nucleus	False	True		2	27092013	25795775
RELATION	P49917	GO:0005634	nucleus	True	True		2	25934149	26134445
RELATION	P49757	GO:0016020	membrane	False	False		2	27129280	25403733
RELATION	Q9UM47	GO:0005634	nucleus	False	False		2	27667278	27697639
RELATION	Q13950	GO:0005634	nucleus	True	True		2	26551078	25867060
RELATION	O43379	GO:0000922	spindle pole	True	True		2	26713495	25501809
RELATION	Q96AQ7	GO:0005811	lipid particle	True	True		2	25125366	27062372
RELATION	Q16595	GO:0005739	mitochondrion	True	True		2	25738292	26032732
RELATION	Q10589	GO:0005622	intracellular	False	False		2	26938549	26119070
RELATION	Q8N257	GO:0005634	nucleus	True	True		2	25964529	26042422
RELATION	Q99598	GO:0005739	mitochondrion	False	False		2	26553875	25943690
RELATION	Q9BXM7	GO:0005741	mitochondrial outer membrane	True	True		2	25609704	26436374
RELATION	O43175	GO:0005634	nucleus	False	False		2	28160795	26052940
